name,review_text,review_rating
Houma Jakarta,nice warm lighting,5
Houma Jakarta,"Udah dari lama lihat tempat ini di Instagram. Dan baru kesampaian kesini. Dan bakalan sering kesini. Sendiri nyaman bgt, ramean nyaman bgt. Pelayanan nya ramah bgt, padahal konsepnya bar lho.

Tapi chill parah. Thanks to mba Febie dan mas Ijal yg kece sat set friendly jg buat ngebantu dan ajakin ngbrol. Seruuuu. Omurice sama Mocktail nya enak guys.

Tapi top of gong nya sih ada di bilik musik tempat dengerin Vinyl dan buanyak pilihan piringan hitam jadul yg bikin makin betah. Please bgt kalo deket rumah pengen tiap hari melipir kesini hehe.",5
Houma Jakarta,"Tempatnya cozy, kalo malam ditemenin live music + suntory, mantep👍🏻",5
Houma Jakarta,"mba Lunaa rcp cantik, manis, terus suaranya lembur bgt, lopyu dah pokonya..",5
Houma Jakarta,"Mantap makanan

Ka Dheandra",5
Houma Jakarta,A comfortable and enjoyable place! I would like to come back here again.,5
Houma Jakarta,Great atmosphere and super friendly servers! The drinks are also delicious :),5
Houma Jakarta,"mbanya dheandra baikk bangettt, apalagi mac & cheesenya enak bangetttttttttttttttttttt + mba dheandra cantikk",5
Houma Jakarta,Makanannya enak bgtt pas bgt ada live music dan service dr ka Febby the best! Super baik ramah dan sigap makasiii yaa!,5
Houma Jakarta,It is such a fun place to drink and sing along with friends,5
Houma Jakarta,Gua berkali kali dateng ke sini servicenya ok ok aja,5
Houma Jakarta,"baru pertama kali kesini dan langsung suka sama tempatnya, mereka ada diatas restoran fujin, ambiencenya bikin betah dan nyaman banget, staff nya sangat ramah, kita hanya pesan ice cappucino dan lyche tea, kopi sama lychea teanya enak, mau kesini lagi untuk coba makanannya 😊",5
Houma Jakarta,"Rekomendasi tempat dining & listening bar di jaksel deh pokok nya. Pelayanan nya mantap banget, kita ngobrol asik sama kak Dheandra. Yang paling disuka ambience tempat nya🤩 Yang mau sambil dengerin vinyl ada spot nya, nanti bisa dibantu sama kakak disana kok. Pokok nya rekomendasi bangett",5
Houma Jakarta,"Good place to chill, talk, and listening music🫶",5
Houma Jakarta,"Now, now there's no need to talk about the music and ambience there because it was IMMACULATE. Period. Nuff said. The bartender who served me was very nice. It was a dude with glasses, good Sir, I'm sorry I forgot your name and here's your deserving 5-star review that I promised you a month ago (sorry I'm late).

Fries: please TRY they're WONDERFUL.
Cocktails: I have no liquor expertise so everything tasted great to me, hehe.

Noteee to the business owner, when I came the room temperature at the bar seating was a bit too warm and the toilet wasn't functioning. Hope it's all fixed by now!",5
Houma Jakarta,"Great drinks, Great place, and Also visited neng Luna there, triple Great ! 😁",5
Houma Jakarta,kangen nongkrong disini lagi tapi aku masi di luar kota. di sini siang enak buat kerja trs malem lsg chill with those cocktails n aku juga punya kenalan disana ada mas ibnu dia selalu inget saya. fyi aku kalo rsv table selalu ke dia,5
Houma Jakarta,"nice and interesting settings and ambience ... located at the second floor ... the first floor is Fujin, a Japanese resto ... limited parking space during peak hours but valet services available ...",5
Houma Jakarta,good ambience & especially good service from mba yayah 🤍 recommended!,5
Houma Jakarta,"Tempatnya lumayan menarik, dan pelanan bagus, makan lumayan enak worth it deh,cocktail nya juga enak pake banget, juga buat waiters ramah, baik, sopan jadi enak kita nongkrongnya kalo lagi gabut terutama buat kalo gasalah buat mas2 yang namanya adil care sama customernya makasii",5
Houma Jakarta,"tempat nya enakk, minumannya worth it, server nya baik2 terutama mas Bryann ramah bgt",5
Houma Jakarta,"Great atmosphere and ambience! The live music is great, very suitable for bringing friends or family. Oh, anyone who wants to come here should ask Farhat for service, he’s a great guy and bery professional!",5
Houma Jakarta,"The vibes are great, it’s chill and lively. The food portion is too small for its price, but it’s tasty. The drinks variety is many and tasty (request/ ask if you want a strong one!). The sound is too loud IMHO, but the band is great (I went for jazz night). The service is top-notch! We were assisted by Febie, thank you! You can listen to vinyl and the staff will kindly assist :)",5
Houma Jakarta,service nya top banget. lagi lucky dateng hari minggu no min charge. dan u must know waiters yang namanya mba febie super duper ramah banget banget. dia cepet banget dan sangat inisiatif kayak “kak mau coba dengerin vinyl kita?” kyk hal” kecil yg dia lakuin tuh good banget for me hahahhaha. THANK U MBA FEBIE BIKIN AKU BETAH DISINI,5
Houma Jakarta,"the place is very cozy, and the embience is really nice. the food is great and the service is amazing esp from mba febie 💗",5
Houma Jakarta,"Kak Febie baikkk bgttt, layanannya baguss, makanan di houmaa enak enak bgt lagi next ke jkt pasti kesini lagii",5
Houma Jakarta,Bintang 5 kalo bisa bintang 100 buat Houma Jakarta!!! First time banget gw kesini dan Waw ambience nyaman bgt!! Trus bisa dengerin musik pake piringan musik gtu dan aku dibantu sama kak yayah huhu luvv u kak yayah 🫶🏻🫶🏻 pelayanan nya gausah di raguin deh pokoknya best banget!! Makanan nya enakkk semua gada yg faill!! gada alasan buat ga balik lg ke Houma 🥰,5
Houma Jakarta,"tempatnya lucuu + instagramable bgtt. pw bgt buat nongkrong, servernya juga ramah""",5
Houma Jakarta,"Huh syg bgt bgt bgt yahhhhh untuk pelayannya terutama waiters PEREMPUAN nya gak bgt ditanya apa ko ga tau yaaaahhh,dan selalu natap sinis apa iri dgn baju yg kita pakai? Kita foto diliatin nya sinisssssss,utk host ny juga ga bgttttt jutek plus bercanda di area nya sebenernya untk tempat nyaman, cocktail nya enak, makanannya enak ,tapi syg semua nya bad attitude tempat udah cozy bgt tpi syg hampir semua nya bad attitude jdi ga mood di awal datang,dtg karna banyak recommended,pesan cocktail manis seperti Syrup kta tanya ke waiters si perempuan itu kok dia bingung dan Kya ga tau sangat di syg kan lohhhhhhh ada karyawan seperti itu,pdhal kita dtng bayar lohhhhhh ga minta ga di endorse huhuhu",1
Houma Jakarta,"Best place to go so far!! suka banget ambiancenya, bisa dengerin vinyl, makanannya juga OK dan terjangkau. Will be back soon!❤️",5
Houma Jakarta,my fav japanese vinyl bar in jakarta. a good place for hanging out with friends or just alone enjoying the jazz.,5
Houma Jakarta,"I’m loving the ambience here! It feels very homey and instagrammable in every spot. I bought the pancakes here and it’s good as well (though it might seem a bit pricey for me). Hence, 4.5 stars!",4
Houma Jakarta,"Decided not to come back again bcoz of the poor service, although the atmosphere was good but not enough of a reason to come🤨 just realised from other reviews here that they are very honest and true about the service

LOL they're never changing🤣",2
Houma Jakarta,"Pelayanan nya jelek bangett, dari yang waitress ngangkat piring gue pdhl makan aja belom selesai, najis. trs mengintimidasi banget berduaan ngeliatin dari jauh gua lagi foto2, hadeuh sayang bgt padahal makanan nya lumayan enak tp pelayanan nya ternajiest, tukang nasi goreng pinggiran aja bisa lebih ramah daripada kalian semua. sorry ya gua kesitu ga mesen air putih doang, tp dilayanin kayak seolah olah mesen mineral water doang. bye banget deh⭐️",1
Houma Jakarta,"This place is homey! I instantly fell in love with the place. My waiter, mbak Yayan, is very attentive and welcoming. Their chicken katsudon is perfect to my taste. Coffee is also good.

it's a great place for anything.
If you need some time alone, they have a collection of books, comics, vinyls, enough to be immersed in your own world.

it's also a great place for couples, few seating next to the windows are perfect for couple

cool enough to bring friends for hangouts.

Although parking is still challenging as many places within these area.

I definitely save this place in my bookmarks.",5
Houma Jakarta,"The food was okay, the place had a nice atmosphere, but the staff was being so weird about the menu on the table. They kept taking the menu away when we still needed it, and we had to ask a few times for it. My friend was still reading it when one of the staff came to us and took our menu, saying she needed to 'borrow it' and would give it back when my friend was clearly still choosing on what to eat. Yet, they never gave us back the menu, so we had to look up the menu online because we couldn't be bothered to ask again",3
Houma Jakarta,"tempatnya di atas Fujin. Nyaman utk nongs but gets really dark menjelang malam 😂 ngobrol ma siapa ya w ga keliatan mukenye nihh

makanan tida terlalu spesial tapi minumannya menarique. Pelayanan mantap terima kasi kk",5
Houma Jakarta,I love the place !!!!!! Super comfy with good food ....,5
Houma Jakarta,"Staff ramah, ambiance’s nyaman, fish & chips after taste ikan sedikit amis",4
Houma Jakarta,"Tempat yg nyaman buat nongkron anak Jaksel,seru bgt Pokok nya",5
Houma Jakarta,"The food was wonderful it tasted very nice. Some are a bit saltier for others but some are a bit bland (u can ask for salt and pepper if you need to adjust). However, i had a few slight issue with the service. There was quite a bit of miscommunication. For example, when i came in and ordered my food to one waitress. Another waiter tried to take my order again (weird but passable). Another issue is that when i asked for salt and pepper to one of the staff when my food came, the staff said she would gladly help me. However, she went back to her station and waited a solid 10-15 mnts doing nothing (not sure why). When i glanced at her and she noticed, thats when she ACTUALLY grabbed the salt and pepper and gave it to me (the salt shaker didn't actually work). There is more. When i asked for an extra seat for 3 people, they didn't give me any and my friend had to grab it myself. Look, i dont expect a service of a 5 star restaurant, but at the very least if we are paying you 11% of our bill (the food was expensive) as your service fee have better service! Oh and another issue i had was how the parking fee was 10k for motorcycle when the parking staff didn't even help us get out of our parking spot and leave. The parking spot wasn't even a proper one, it was one by the streets. I understand this is in the middle of a central business district but our cash pay your wage regardless! Please fix your service and take your job seriously!
On a side note, i didnt give this place the worst review because the food was decent and the atmosphere was one of the best in town.",3
Houma Jakarta,"Place and vibe is good, temprature is set to make you feel comfortable. Drinks are so so, it's ok.

However please educate the valet service guys, it was raining, and they asked me to get mycar by myself (100 metres distance). I don't really understand whether valet people are actually part of the place or not, but it's there. So they gotta take care of it.",3
Houma Jakarta,"kita udah coba kasih feedback ke pelayannya:
- kita reservasi 9 orang tapi gak dikasih 9 kursi
- kita dari awal pesen 2 nasi tapi keluar setelah 1 jam 30 menit
- waktu minta kursi tambahan karena ada temen yg dateng telat dari 9 kursi reservasi itu, pelayan nya ga mau ngasih katanya makanya lain kali reservasi",1
Houma Jakarta,One of the recommend place for hangout in the south Jakarta,5
Houma Jakarta,Great and unique music scene unlike other bars,5
Houma Jakarta,"Tempatnya enak tapi lampunya terlalu redup di siang hari untuk baca menu. Kami perlu senter untuk penerangan saat baca menu dan lihat bentuk makanannya. Selebihnya OK, we had fun!",5
Houma Jakarta,"If you ate looking for some place to talk and enjoy drinks with nice music in the background, THIS IS NOT THE PLACE.

well it’s also my fault not knowing that listening bar is a bar that it’s pretty much like a regular bar, but with a trowelling of extra noise BUT ALSO providing an obscure record you’re not hip enough to know. While Houma only served basic-south jakarta-tier chart music.

they really need to step up their game to the title “listening bar”",4
Houma Jakarta,"Awful service. 3 of us came around 7pm and got our best spot table near the band area. The staff said we only have 2 hours coz our table was reserved for another guest. so I asked, what if I order more and want to stay more than 2 hrs, will you find me another table? they said, they will.

and yes. they don't. they're also confused where to moved us. in the end, they moved us to a bench with no table at all. like sitting in the bus shelter. LOL and no one is arrived and sit in our previous table. they kicked us and force us to move and close the bill. hahaha

We ordered mocktail, sold out. We ordered Iced lychee tea, sold out. Finally we ordered sprite, monster pizza (don't expect it'll like a monsterous big) and 3 other main dishes. We also plan to ordered cocktail after that. BUT since the 2hours weird regulation, we need to move to uncomfortable bench. so we decided to leave.

They have good atmosphere. but please. fix your 2 hrs regulation coz it doesn't make sense. you guys are losing sales opportunity.",1
Houma Jakarta,"Great music, foods are so so and but pricey. Less ciggarette smell would be much better",4
Houma Jakarta,"Ambience + live music oke, hanya saya dari banyaknya menu makanan dan minuman hanya sedikit yang tersedia terutama kopi",5
Houma Jakarta,"Visited this place with my friends while on vacation in Jakarta and can highly recommend this bar. Service was great, food was awesome and the drinks very nice. Very interesting concept that I have never seen like this before. It's quite cozy but elegant at the same time.",5
Houma Jakarta,"Berlokasi di Gunawarman Keb. Baru, cafè inj terletak di lantai 2 bangunan pojok - bawahnya resto Jepang tapi ga mampir..
Houma atmospherenya enak remang-remang syahdu, dannn takjub sama konsepnya yang asik artsy gitu..
Ada banyak pajangan, meja sekaligus rak buku juga menginspirasiku sekali. Pojokannya kayaknya bisa buat perform gitu dan banyak pajangan seru-serunya..
Memang secara luas bangunan gak gede banget, tapi muat untuk sekitar 30 orang dengan nyaman, kami tadi bikin acara mini workshop gitu bukan yang duduk-duduk kerja biasa ..
Buat makanan karena udah disiapin panitia & pihak Houma ya aku milih yang kesukaan, kebetulan ada menu mac n cheese dan enak! Ada taburan garlic dan so creamy gitu..
Temen lain pada pesan mie dng topping daging, ada yang omurice juga
Minumnya sih banyak pilihan
Pelayanan ramah-ramah dan gercep
Trusss.. toiletnya juga bersih selalu wangi (penting)
So far asik ke tempat ini!",5
Houma Jakarta,"one of the best listening bar in jakarta! the place is cozy, not too crowded on weekdays. and for audiophile friends out there, you're gonna love this place",5
Houma Jakarta,Vibesnya comfy dan tempatnya super cute! Makanan cukup enak,4
Houma Jakarta,"Super delicious mentaiko pasta, and man, the sencha highball is now my all time favorite with its tea neutral flavor!",5
Houma Jakarta,My fav place,5
Houma Jakarta,"One of comfy cafe for working from cafe in South Jakarta.
✅ Cocktail & alcohol
✅ Special performance every weekend
✅ Wifi
Valet parking",5
Houma Jakarta,Mantap,5
Houma Jakarta,"Bagus tempatnya, enak makananya",5
Houma Jakarta,"Artsy place with cool vinyl, book, and comic collection. Cool vibes. Nice drinks",5
Houma Jakarta,"Listening bar satu ini cocok bagi kalian yang gak suka jedag-jedug kayak saya. Konsepnya dining & listening bar. Interiornya unik, makanannya enak, dan minumannya so-so lah. Saya pesan cafe latte, nya; rasanya kurang berasa kopi, kurang enak. Tapi makannya cukup enak, saya pesan fish & chips, sangat oke! Cocktailnya lumayan lah, tapi gak begitu spesial (avail di jam 11 malam). Yang dihighlight dari tempat ini adalah listening bar nya. Ada beberapa spot listening buat kamu yang mau denger lagu pake vinyl (mostly genre musiknya jazz) & buku-buku yg bisa kamu baca. Kalo malam ada live musicnya. Vibe nya comfy, meski lagi full tapi gak begitu sesak.",5
Houma Jakarta,Semi eatery lounge with indie hipster vibe to it. Listening section available for you to sip on drinks while perusing their vinyl collections. Drinks focusing mainly on japanese highballs.,4
Houma Jakarta,"One of the best listening space in Jakarta, good ambience and the waiters are so friendly ☺️",5
Houma Jakarta,"Dapat pengalaman buruk di Houma, pengunjung table lain menumpahkan minuman yang saya pesan belum diminum, sehingga mengenai celana saya sampai basah, tetapi Reaksi Waitersnya hanya diam dan tidak membantu apalagi memberikan respon negatif seperti memberikan kompensasi ketidaknyamanan, sangat tidak profesional untuk sekelas Bar di Gunawarman, tempat lain tidak seperti ini pelayanannya",1
Houma Jakarta,"Overpriced and poncy, service below average, in fact the staff are less than helpful (my partner had a sore throat but they refused to give her a glass of hot water) but the music was good.

I'd say people go here to say they've been here rather than what it actually offers.

Food portions are small and overpriced, they basically serve indomie and charge 100,000 rupiah for the privilege.

There are far better options in Jakarta that provide a much better quality of experience.",1
Houma Jakarta,"Cozy place, suitable for both group and solo (tried both). Interesting selection of cocktails, although leaning more towards the sweet side. Cute interior and all.

Can be quite packed on weekend, but that doesn’t ruin the vibe as the crowds are pretty chill.

Pick the listening corner with record players if you want to enjoy some me-time. Ask the waiter for a headphone and pick a vinyl record to play. Their collection mainly includes jazz, soul, and R&B.",4
Houma Jakarta,"Great place and great band on saturday night!
I recommend you book a table if you want to go over the weekend.
Drink is amazing, they ensure the quality of the drink and the amount of alcohol.
No beer here, but various of alcohol served here

If you drive, you can use the valet service both cater for fujin and cantinero",5
Houma Jakarta,"Very nice ambience, good experience as well with the mini library and songs. Ordered mac and cheese with a regular highball, mac and cheese was absolutely delicious. The highball tastes like every other highball, should order their special for a uniquely tasting one.",5
Houma Jakarta,"thought it was a cool looking place, but the service was awful. came with my family (there were 4 of us) it was a weekend and it was a bit crowded. i was given the menu by the bar. right after i ordered a coffee, a mocktail, and a serving of pancakes, i was told there were no tables available (but in fact there was a table that was empty) so we decided to sit by the bar. the drinks came out in 10mins, only to be told by the manager that the bar was reserved, then i stated to the manager (her) that i had no table to properly eat my pancakes (which hadn’t come out in 30mins) then she proceeds to give me no solution, and not even an apology for the inconvenience. i had to go back and forth with the manager and one of the waitresses on the open table.

my family and i were left standing with our drinks. it was a mess. so i asked them to cancel my pancake order due to not having a table to eat it on, but was replied with “udah dimasukin ordernya kak, jd gabisa cancel” while they could not even provide me with a table. after another 10mins of just waiting (standing) for a solution (the pancakes still hadn’t come out) they suddenly decided that it was okay to cancel my order. i paid for the drinks and left very disappointed and unsatisfied.",1
Houma Jakarta,"Ambiance was good, food not so many choices. I tried to have conversation here, but the music was too loud so i gotta speak louder",5
Houma Jakarta,Service tidak bagus. Kita protes malah di salahkan.,2
Houma Jakarta,Tempat bagus tp sayang pelayanannya payah,2
Houma Jakarta,"Tempat nyaman utk makan & kumpul2.
Dengan Live Music menampilkan Band2 yg luar biasa",5
Houma Jakarta,Friendly staff,5
Houma Jakarta,"Fun and unique place to chill and drink with your friends. The ambience is great, with live music on weekends.",5
Houma Jakarta,great vibes,5
Houma Jakarta,"The manager’s attitude was very rude. Looking down on the guests. So arrogant.
Service industry is not like this.
Not recommended.",1
Houma Jakarta,Nice to chill. Great atmosphere. Just quite pricey.,4
Houma Jakarta,"The hipster place in town. Very chill, nice music and ambience with good service and crowd. Not too small but not overly big too. The cocktails selection is great but wish they have cocktail of the week kinda thing. Also, only one veg options the poutain for appetizer, maybe add more? Anw, great hang for the weekend. Reserve table with your pack = minim spending Rp 500.000.",4
Houma Jakarta,"nice food (although the portion size left much too be desired), too crowded",4
Houma Jakarta,"Highly recommended! Salah satu restoran yang konsepnya kusuka banget. Dia seating areanya gak terlalu banyak, tapi somehow terasa homey. Tempatnya dingiiin, indoor smoking, dan wifi kenceng. Pelayanannya juga okkk banget, mas & mbaknya considerate semua. Their foods is chefs kiss! Harganya gak sepricey tempat minum/lounge lain, tapi porsinya oke dan rasanya enak. Dan disini juga gak ada minimum order which i love 🫶🏻🫶🏻🫶🏻 Dinner berdua (2 drinks, 2 main course, and 1 appetizer) habis 300-350ish with tax! Worth to visit! 🙌🏻",5
Houma Jakarta,highly recommended for chillin,5
Houma Jakarta,Came here for the live jam session. I only ordered a mocktail to accompany the watch. It was crowded last time I visited so reservation might be beneficial.,4
Houma Jakarta,"I like the vibes. You can listen to old vinyl or enjoying the live performance while grabbing drink and snack. When I arrived at the bar, the rain start pouring, made the ambience and my listening experience more enjoyable.",4
Houma Jakarta,Tempatnya kozi buat nongkrong anak2 muda,5
Houma Jakarta,Great ambience. Can try the vinyl player as long as you can. The orange cocktail is best!,5
Houma Jakarta,"Tucked in the corner in Senopati area, Houma is one of the coolest bars in town to hang out and to soak yourself into this 90s vibe!

I don't particularly find the cocktails are good. I had this Nula gin-based fizzy cocktail, but not my thing. I should've sticked to my normal choices like negroni or something dry.

But the service and a whole ambience exceeds the expectations. If you can't stand on smokers, probably not the best place.

If you sit by the window, you can distant yourself from smokers, and you can be submerged into the music of your choice. They can hand you a headset, and you can plug in the turntable. Their jazz collection is quite handful.

Good to stay here in the rainy day!",4
Houma Jakarta,"Good atmosphere great location,
You can also experience the LP here, their dessert & beverages are also good.
Houma is in the second floor while the izakaya down stairs of them.",5
Houma Jakarta,"It is just too bad that they do not sell beers. At least, curated ones to have, from home brewers.
Apart from that, this was my first time and I am instantly in love with the vibe.
A really cool place!",4
Houma Jakarta,Fun bar to hang out even if you're a non-drinker. Place is nicely curated with trinkets and other modern pop culture decorations. One complaint is beware of the car parking as it has very limited space even with the valet service.,5
Houma Jakarta,"Have to say the play has a nice vibe, the bartender is friendly and the drinks are nice. Came here on monday afternoon to enjoy couple of drinks and their vinyl collection. Will try their live music next!",5
DUCK DOWN BAR,"They nail the american bar vibe, though the music was too loud to have a conversation.",4
DUCK DOWN BAR,Bar Rock/Indie terbaik seantero Indonesia,5
DUCK DOWN BAR,"Good place for karaoke night... good drinks with popular cocktails, clean facilities, responsive & friendly staff",4
DUCK DOWN BAR,Didn't let me in because I wore sandals...,1
DUCK DOWN BAR,"What a joke, 50 min in a cab, excited for a Jakarta rock n roll bar. Only to be turned away for wearing Birkenstock Sandles when it’s roasting. As a foreigner don’t waste your time. Absolutely embarrassing “rock bar”",1
DUCK DOWN BAR,"Gila sih emg, pecah abis.. lulus sidang lgsg ke duck down cuy🙌🏼😅",5
DUCK DOWN BAR,Konsep nya keren. Dan untuk menu masih terjangkau lah,5
DUCK DOWN BAR,"Cozy buat nongkrong santai, tapi skrg lumayan banyak bocil. Tempatnya juga agak nyempit jadi kapasitasnya terbatas, padahal playlistnya seru 👍

Seru banget kalau hari kamis, yaitu ada karaoke night dengan playlist khas Duckdown.",5
DUCK DOWN BAR,A huge fan of the bar and its karaoke night and rocking crowds since DDPP days. Hope the culture stays alive for a long time!,5
DUCK DOWN BAR,Definetly not a rock bar!!! It’s good for the people who want to listen popular music mix with pop and rock,2
DUCK DOWN BAR,Order their cheap ass shot if you love variety kind of booze in a shot. They mostly play alternative rock music or sometimes emo (depends who’s the DJ on deck) which is my favorite. Come on Wednesday if you wanna try your luck on matchmaking night (perhaps the cupid could help you to find someone LOL) or Thursday if you love to sing a karaoke. Come and say hi if you love rock music because this might be a perfect place for you.,5
DUCK DOWN BAR,Very enjoyable and I will remain your own good customers without any regrets,5
DUCK DOWN BAR,"Lots of late 90s/early 00s classics, great bartenders and atmosphere. What's not to like?",5
DUCK DOWN BAR,duckdown gue akuin lo nyampe,5
DUCK DOWN BAR,Enak buat chill,5
DUCK DOWN BAR,"Seru bangettt, monangis 😭😭😭",5
DUCK DOWN BAR,Nice and cozy bar with top notch music playlist.,5
DUCK DOWN BAR,"Bau rokok banget, sempit, idk i think there was a lot of better bars out there, it was located in the basement which probably makes it smaller somehow(?)",3
DUCK DOWN BAR,Tempat buat abg mabok doang 😂,2
DUCK DOWN BAR,"Best underground bar in town, their playlist randomly cool",5
DUCK DOWN BAR,"Wajin sepatu gais
kalo gk bawa sepatu bisa rental sama satpam 100k",5
DUCK DOWN BAR,"Hell yeah, this place has become one of my favorite spots for a karaoke night!
Even though the space isn’t that big, you can still enjoy your drink and vibe with the crowd.
The staff is helpful and makes sure you have a great time🤵🏽‍♂️🤵🏻‍♀️
The ambiance is totally fun and lively, perfect for a night of singing along and letting loose🥃🍺
Definitely a must-visit once in your life!",5
DUCK DOWN BAR,인도네시아 락바 사람이 많다  헤비메탈을 들으며 옛생각이 나는곳 그렇지만 담배는 싫어,5
DUCK DOWN BAR,"musiknya enak2, harga reasonable",5
DUCK DOWN BAR,An underground bar with 90s music and affordable drinks.. not for everyone but i always have the greatest time here,5
DUCK DOWN BAR,Love it,5
DUCK DOWN BAR,"Saya paling suka tokyodog nya untuk makanan, emang gk banyak variasi tp tempat nya asik bgt buat minum dan melepas beban kehidupan",5
DUCK DOWN BAR,"We were just finding places to enjoy music but stumbled upon this really lovely place where they played rock music all night long, and even local favourites.",5
DUCK DOWN BAR,Tempat nya nyaman dan asekkkkk banget!,5
DUCK DOWN BAR,gaseru gaenak gadiduluin,1
DUCK DOWN BAR,"Looks like a dive bar, but doesn't feel like a dive bar. You can't say the drink is inexpensive, and the music that they play just ruined the dive bar vibe. Black Sabbath, David Bowie, Jimi Hendrix, Ramones posters everywhere but what they played are teenagers'love songs, like Ran or Kahitna.

But I understand, you can't attract the crowd and make money if you don't play popular mainstream music.",2
DUCK DOWN BAR,Salah satu pilihan terbaik kalau mau karaokean night di Jkt. Best!,5
DUCK DOWN BAR,Great playlist,4
DUCK DOWN BAR,Kecil. Ruwet tapi nyaman. Musicnya seru. Drinksnya oke. Tp makanan ga begitu banyak. Kalo weekend jangan telat kesini krn lgsg waiting list! Good bar.,4
DUCK DOWN BAR,"Very poor service by waiters and attenders, they just want to rip your money,,,",1
DUCK DOWN BAR,"good ambience, all staffs are very nice",5
DUCK DOWN BAR,"good service, nice music, nice place, i like the food, all delicious",5
DUCK DOWN BAR,Cuma tempatnya agak sempit,5
DUCK DOWN BAR,Best rock live music on Tuesday,5
DUCK DOWN BAR,DJ nya DJ playlist😅,5
DUCK DOWN BAR,"My go-to place for night out with the girls. Never fails to make me ruminate if I were a sardine in my past life because of how much I adore the place despite its crampiness.

Regulars are incredibly friendly but please remain cautious still. I was once harrased online and doxxed by someone I met here because they thought I flirted with their significant other lmao. (Best bar in town, nevertheless!)

Expect to find me wheeping here after a tragic life event.",5
DUCK DOWN BAR,"Service nya ok, makanannya juga enak, cocok buat kumpul sama teman""",5
DUCK DOWN BAR,bartendernya ga ramah sm orang yg dtg sendirian buat cocktail aja.,3
DUCK DOWN BAR,Full of baralek lahhh,5
DUCK DOWN BAR,"Brilliant live music, brilliant drinks, brilliant service. A must visit in Jakarta.",5
DUCK DOWN BAR,nice tempat,5
DUCK DOWN BAR,Sangat menyenangkan untuk hati yang kurang gembira 😆,5
DUCK DOWN BAR,"Kalau kata anak JAKSEL ""ISTANA GUE NIH""..
Nggak percaya...???
Cobain aja rasakan sensasinya..
Rekomendasi : Datangnya hari kamis malam..",5
DUCK DOWN BAR,tempatnya nyaman,5
DUCK DOWN BAR,🙂🙂,5
DUCK DOWN BAR,Good,5
DUCK DOWN BAR,Awsome place for a drink,5
DUCK DOWN BAR,"Been here to lead a karaoke sesh, the atmosphere was TOP. People are going crazy singing together, gonna be back for sure.",5
DUCK DOWN BAR,"The vibes was everything, everybody just blend in and having fun together, def would comeback 🍻",5
DUCK DOWN BAR,good music! good beer and also a lot of people dancing!,5
DUCK DOWN BAR,"Dateng ke sini pas rame banget, tapi gak dibatesin pengunjungnya ataupun table depan panggubg dj gak dikurangin. Biasanya di bar2 lain kalau ada artis ngisi acara dan rame bakal dikurangin table depan buat hemat space.

Kejadian gak menyenangkan ada pengunjung menarik tangan saya, dan saat saya keluar saya lihat jam tangan saya sudah tidak ada. Lapor ke cs untuk progress lost n found berakhir dighosting, berharap kalau memang tidak ketemu tetap diberikan kabar tidak ketemu.

Kejadian buruk lainnya juga tetap sama pengunjung yang rata2 kurang sopan. Saya sudah pakai dress code mereka yg memberi tanda bahwa saya tidak mau ""diganggu"" atau berkenalan lawan jenis, tapi tetap digoda dsb. Mungkin bisa dipasang di dpn pintu ttg aturan dresscode tsb.

Mungkin karna lelah atau rame, saya minta tolong untuk ice bucket gak dibantu2 beberapa kali minta, tapi secara keseluruhan staff humble dan ramah.",3
DUCK DOWN BAR,"Kesini buat rasain nonton band-band keren sambil nongkrong bareng, manusianya juga pada asik, lokasinya di basement trus juga bisa ketemu warga canggu, contohnya Bobcang.

Asik sih buat balik lagi ke Duck Down!",5
DUCK DOWN BAR,Seru-seruan arep konco,4
DUCK DOWN BAR,"Saya suka tempat ini recomended bngt,yg perlu di coba buat yg blum pernah kesini",5
DUCK DOWN BAR,"Tempat seru, namun terlalu sempit bila ada acara dan karyawan kurang ramah",4
DUCK DOWN BAR,Bar dengan vibes yang sangat seru & karaokeable banget karena semua audiencenya ikutan nyanyi.,5
DUCK DOWN BAR,"My first visit wasn't good. The place is ok but at 7 pm on Saturday the place was completely empty. I couldn't experience the atmosphere of a pub in Jakarta, which is what I wanted. To be fair, it's probably not the bar's fault. Maybe I'll give it another try on a different day but next time I'll try to go later. According to Google the place is more busy around 10-11 pm. Will try again and edit my review if I have a better experience next time.",3
DUCK DOWN BAR,Did not try the food. Great vibes for those who likes 90' 00' music,5
DUCK DOWN BAR,sometimes it’s too packed and it’s hard for you to move. but this place is nice. the drinks are cheaper than most bars in south jakarta. nice vibe.,4
DUCK DOWN BAR,Pecah banget party disini,5
DUCK DOWN BAR,Perfect place in this town,5
DUCK DOWN BAR,Music was ok on a friday night. The crowd looked like a mosh pit.. fun if you like that kind of stuff. Not a relaxing spot. They only take debit so that's a big minus,3
DUCK DOWN BAR,It’s too cramp and the ventilation underground is not helping much with people smoking too much inside the place.,3
DUCK DOWN BAR,tempat a6 banget,4
DUCK DOWN BAR,A nice place for have a casual drink with a gang,5
DUCK DOWN BAR,Tempatnya sempit.... TAPI SERU BANGET DISINI PLAYLISTNYA GA NGECEWAIN... SING ALONG TILL THE LAST BOTTLE,5
DUCK DOWN BAR,"Full musik rock n roll, gokil abiss.
Wajib mampirrrr",5
